,hotel_id,clean_score,meal_score,location_score,sleep_score,room_score,service_score,facility_score,overall_score
442,8822,9.2,8.7,7.9,9.3,-1,9.2,-1,8.7
443,8829,8.1,8.2,7.6,8.3,-1,8.1,-1,8.2
444,8830,-1,-1,-1,-1,-1,-1,-1,4
445,8836,-1,-1,-1,-1,-1,-1,-1,-1
446,9078,8.7,8.2,8.1,8.7,-1,8.5,-1,8.3
447,9088,7.3,-1,7.3,-1,7.4,8.2,7.4,7.5
448,9100,7.9,-1,8.4,7.6,-1,7.3,-1,7.7
449,9109,8.7,8,8.9,9,-1,8.7,-1,9
450,9117,-1,-1,-1,-1,-1,-1,-1,-1
451,9118,9,10,8.5,9,-1,9,-1,9.3
452,9151,-1,-1,-1,-1,-1,-1,-1,7.4
453,9152,6.5,7.3,7,6.5,-1,6.5,-1,8.3
454,9154,8.5,7.9,7.3,8.4,-1,8.2,-1,7.8
455,9158,-1,-1,-1,-1,-1,-1,-1,9.3
456,9159,9.3,8,8,9.3,-1,8.7,-1,-1
457,9952,8,-1,8,8,-1,8,-1,-1
458,9963,6,6,7,7,-1,6,-1,8.7
459,21682,8.4,8,6.8,10,-1,8.3,7.5,7.6
460,21739,8.4,8.7,8.7,8.2,-1,8.6,-1,8
461,21768,9.4,8.3,8,9.2,-1,8.9,-1,8.3
462,21819,-1,-1,-1,-1,-1,-1,-1,5.7
463,21873,8.5,8.2,8.5,8.4,-1,8.4,-1,8.4
464,21935,7.6,-1,7.4,8.2,-1,7.6,5.8,7.4
465,21957,8.6,-1,8.6,-1,-1,8.3,7.8,7.9
466,22001,-1,-1,-1,-1,-1,-1,-1,10
467,22007,10,-1,10,10,-1,10,-1,-1
468,22018,8,-1,9,10,-1,9,-1,5.2
469,22052,8.7,7.6,8.1,8.5,-1,7.7,-1,8.2
470,22056,9.3,7.5,7.7,8.8,-1,8.2,-1,8.6
471,22070,7.9,-1,7.9,8.2,-1,7.9,-1,7.9
472,22132,9.5,7.6,8.8,8.8,-1,8.5,-1,6.9
473,22178,8.8,7.7,8.2,8.7,-1,8.6,-1,8.3
474,22216,9.1,-1,9.1,8.7,8.7,8.9,8.5,8.9
475,22222,8.7,8.7,7.7,8.3,-1,7.7,-1,8.6
476,22262,-1,-1,-1,-1,-1,-1,-1,-1
477,22285,-1,-1,-1,-1,-1,-1,-1,6
478,22309,-1,-1,-1,-1,-1,-1,-1,6.5
479,22410,-1,-1,-1,-1,-1,-1,-1,8.7
480,22454,-1,-1,-1,-1,-1,-1,-1,-1
481,22464,9.6,8.3,8.3,9.5,-1,9,-1,8.7
482,22493,9.7,8,7.7,9.4,-1,8.6,-1,8.7
483,22500,7.5,-1,8.1,7.5,7.5,7.8,7.5,7.4
484,22514,8.9,8.4,8,8.7,-1,8.6,-1,8.6
485,22517,9.2,-1,8.3,8.5,8.5,8.7,8.1,8.7
486,22557,10,-1,10,10,-1,8,-1,-1
487,22580,-1,-1,-1,-1,-1,-1,-1,8.5
488,22589,-1,-1,-1,-1,-1,-1,-1,-1
489,22619,9.2,-1,9,9.3,9.3,9.3,8.9,9.3
490,22623,9.1,9,8.3,9.7,-1,9.1,-1,8
491,22720,7.9,8.4,6.9,8.8,-1,8.3,7.4,7.8
492,22722,8.6,8.6,9.1,8.6,-1,8.4,-1,8.4
493,22802,8.1,8.1,8.4,8.7,7.6,8.4,7.4,8.1
494,22906,8.2,7.5,7.8,8,-1,7.5,-1,8.1
495,22914,9.2,8.9,8.7,8.8,-1,8.8,-1,8.7
496,22920,8.2,-1,7.1,8.8,-1,7.2,4,7.3
497,22952,-1,-1,-1,-1,-1,-1,-1,7
498,22956,8.5,-1,7.9,-1,-1,8.8,7.5,8
499,22980,8.1,8.3,8.8,7.8,-1,7.7,-1,8.2
500,22987,8.7,8.4,7.7,8.7,-1,8.8,-1,8.6
501,23029,8.2,7.5,7.8,8,-1,7.5,-1,7
502,23134,8,7.8,9.1,8.1,-1,9,8.2,8.6
503,23137,9.3,7.8,9.1,8.7,-1,8.6,-1,8.2
504,23140,8.9,-1,8.2,-1,9,9.5,8.9,8.8
505,23145,-1,-1,-1,-1,-1,-1,-1,-1
506,23167,8.9,8,8.3,8.6,-1,8.6,-1,7.4
507,23172,9.1,8.5,9.1,9.4,-1,9.4,-1,8.2
508,23189,10,9,9,10,-1,10,-1,8.2
509,23213,8.6,10,8,7.5,8.5,8.6,8.1,8.7
510,23234,7.7,7.5,7.3,8,-1,7.3,-1,7.8
511,23248,9,8.3,8.5,9.2,-1,9.2,-1,7.4
512,23270,-1,-1,-1,-1,-1,-1,-1,-1
513,23305,8.6,8,7.7,9.1,-1,8.6,-1,7.8
514,23330,8.8,-1,8.4,8.4,-1,8.1,-1,8.3
515,23376,-1,-1,-1,-1,-1,-1,-1,8.8
516,23393,9.3,7,8.7,9.3,-1,9.3,-1,7.2
517,23394,8.3,7.5,8.3,8.4,-1,7.9,-1,8.3
518,23461,-1,-1,-1,-1,-1,-1,-1,7.5
519,23493,9.2,7.5,9.2,8.8,-1,8.8,-1,7.4
520,23513,6.2,6.7,6.2,5.8,-1,6.2,-1,6.6
521,23674,7.9,-1,7.9,8.2,-1,7.9,-1,7.9
522,23732,6.5,-1,8,6,-1,6.5,5.3,6.8
523,23772,7.3,-1,7.8,-1,-1,8.2,6.7,7.4
524,23803,-1,-1,-1,-1,-1,-1,-1,2
525,29404,8.5,7.9,7.3,8.4,-1,8.2,-1,8.3
526,29409,-1,-1,-1,-1,-1,-1,-1,7.1
527,29414,8.2,7.5,7.8,8,-1,7.5,-1,8.1
528,29415,8.3,7.6,8.5,8.4,-1,8.4,-1,8.1
529,29419,8.9,8,8.8,8.7,-1,8.5,-1,8.6
530,29445,8.8,9,8.4,9.4,9.3,8.9,8.9,8.8
531,29448,8.7,8,7.6,9.2,-1,8.9,8.3,7.9
532,29456,8.2,-1,7.6,-1,-1,9.2,7.7,8.4
533,29458,-1,-1,-1,-1,-1,-1,-1,6
534,29466,9,-1,7.4,-1,-1,9.3,8.5,8.7
535,29498,8.5,7.9,8.3,8.5,-1,8.6,-1,8.4
536,29564,8.4,7.8,8.6,8.2,-1,7.9,-1,8.6
537,29566,-1,-1,-1,-1,-1,-1,-1,-1
538,29615,8.7,8.5,7.3,9,-1,8.3,-1,8.6
539,29663,8.8,10,7.9,9.4,-1,8.7,-1,8.8
540,29666,8.5,8.1,8.6,8.3,-1,8.2,-1,9
541,29684,9.6,8.3,8.4,9.3,-1,9.3,-1,8.6
542,29686,9.2,8,8.8,9.2,-1,9.2,-1,9
543,29694,9.2,8,8.8,9.2,-1,9.2,-1,9
544,29695,9.2,8,8.8,9.2,-1,9.2,-1,9
545,29696,9.2,8,8.8,9.2,-1,9.2,-1,9
546,29700,9.6,8.3,8.4,9.3,-1,9.3,-1,8.6
547,29701,9.6,8.3,8.4,9.3,-1,9.3,-1,8.6
548,29706,9.6,8.3,8.4,9.3,-1,9.3,-1,8.6
549,29707,9.6,8.3,8.4,9.3,-1,9.3,-1,8.6
550,29711,9.7,9,8.8,9.6,9.6,9.4,9.4,9.3
551,40391,8.7,8.2,8.1,8.7,-1,8.5,8.4,8.5
552,40392,7.7,-1,7.4,-1,7.6,7.9,7.4,7.6
553,40394,8.1,-1,7.3,8.3,8.3,8.3,8.1,8.1
554,40395,8.2,-1,7.5,-1,7.5,8.2,8,7.8
555,40397,8.1,-1,8.9,-1,8.3,8.6,8.1,8.4
556,40398,9.4,-1,9.6,-1,9.4,9.5,9.1,9.4
557,40400,-1,-1,-1,-1,-1,-1,-1,-1
558,40402,4.7,-1,7.3,-1,-1,5.3,4.7,5.6
559,40404,8.7,-1,8.7,-1,-1,8.3,7.5,8.3
560,40405,9.3,-1,7.7,-1,-1,8.8,8.5,8.5
561,40407,4,-1,10,-1,-1,10,4,7.2
562,40409,7.7,-1,8.7,-1,7.7,8.4,7.3,8
563,40410,7.6,-1,7.2,-1,-1,8,7.5,8
564,40411,7.8,-1,7.9,-1,-1,8.2,7.6,7.9
565,40412,9.4,8.4,9.3,9.1,-1,8.7,-1,8.8
566,40413,9.4,8.6,8.8,9.2,-1,9.3,-1,9
567,40414,-1,-1,-1,-1,-1,-1,-1,8
568,40415,9.4,8.7,8.8,9.2,-1,9.1,-1,8.8
569,40417,8.9,8.1,8,9.2,-1,8.7,8.2,8.5
570,40418,9.1,-1,8.7,-1,-1,9.2,7.7,8.5
571,40419,8.9,8,8.3,9.1,-1,9,-1,8.7
572,40422,9,8.8,8.7,9.1,-1,9,-1,8.7
573,40423,8.5,-1,8.2,8.6,-1,9.1,-1,8.8
574,40424,8.6,8.3,7.4,9,-1,8.3,7.8,7.9
575,40426,9.7,8.4,8.7,9.4,-1,9.3,-1,9
576,40427,8.6,8.4,8.1,8.6,-1,8.4,-1,8.4
577,40428,9.1,8.3,9.1,9.1,-1,9.1,-1,7.8
578,40430,-1,-1,-1,-1,-1,-1,-1,9.3
579,40431,10,8,10,10,-1,8,-1,9.2
580,40432,9.5,8.2,9.1,9.6,-1,9.4,-1,8.9
581,40433,7.3,-1,7,-1,-1,7.3,5.8,7.7
582,40434,9.3,8.5,8.8,9,-1,8.9,-1,8.8
583,40435,9.1,8.3,8.4,8.7,-1,8.6,-1,8.6
584,40437,8.8,-1,7.9,-1,-1,8.5,8.5,8.5
585,40438,-1,-1,-1,-1,-1,-1,-1,8.5
586,40439,5.9,6,5.6,6,-1,6.5,5.4,5.3
587,40440,8.6,8,7.7,9.1,-1,8.6,-1,7.8
588,40441,8.7,-1,7.4,9.1,-1,8.7,8.5,8.7
589,40442,8.9,8,7.8,8,-1,8.9,8.9,8.9
590,40443,8,8,7,7,-1,7.3,-1,6.9
591,40444,9,-1,7.8,9.6,-1,8.8,8.5,9
592,40445,8.1,8,7.5,9,-1,8,7.5,7.6
593,40446,8.9,7.8,9,9.1,-1,9.2,-1,8.9
594,40448,-1,-1,-1,-1,-1,-1,-1,-1
595,40449,8,7.2,7.8,7.9,-1,7.2,7.1,7.7
596,40450,9.3,-1,8.6,9.7,-1,9.6,8.7,9.2
597,40451,8,-1,7.8,-1,-1,9.3,8.3,8.5
598,40452,8.5,8.2,8.5,8.4,-1,8.4,-1,8.4
599,40453,-1,-1,-1,-1,-1,-1,-1,10
600,40454,9.6,9.3,8.9,9.4,-1,9.3,-1,8.9
601,40456,9.2,-1,9,9.3,9.3,9.3,8.9,9.3
602,40457,8.9,8.8,7.2,9.1,-1,8.9,8.5,8.6
603,40458,6,-1,6,6,-1,6,-1,-1
604,40459,8.7,8.4,7.7,8.7,-1,8.8,-1,8.6
605,40461,8.9,7.8,9.1,8.6,-1,8.7,-1,8.5
606,40462,9,8.7,9.5,8,-1,8,-1,8.9
607,40463,9.6,9.3,8.8,9.6,-1,9.5,9.4,9.2
608,40465,9.2,8,8.8,9.2,-1,9.2,-1,8.9
609,40466,-1,-1,-1,-1,-1,-1,-1,-1
610,40467,7,7.2,7,7.6,-1,6.9,6,7
611,40468,9.4,-1,7.8,9.4,-1,9.2,-1,9.1
612,40470,8.9,8,7.4,8.8,-1,8.7,-1,8.5
613,40471,9.6,8,8.4,8.9,-1,9.3,-1,9.2
614,40472,-1,-1,-1,-1,-1,-1,-1,10
615,40475,8.4,-1,8.4,-1,-1,8.5,7.6,8.3
616,40477,7,-1,7.5,-1,-1,6.8,6.7,7.1
617,40478,9,-1,7.3,-1,-1,8.5,8.2,8.3
618,40480,9.3,8.2,8.9,9.4,-1,9.2,-1,8.9
619,40481,9,-1,7.3,-1,-1,8.5,8.2,8.3
620,40484,9,8,7,8.5,-1,8,-1,-1
621,40486,8.8,8.5,7.2,8.8,-1,8.4,-1,8.4
622,40487,8.9,8.6,8.5,8.7,-1,8.9,-1,8.3
623,40490,9.3,8.3,8.2,9.2,-1,9.2,8.9,8.9
624,40491,9.1,-1,9,8.7,-1,8.5,-1,8.9
625,40494,7.4,7.5,7.8,8,-1,7.9,6.4,7.5
626,40495,-1,-1,-1,-1,-1,-1,-1,-1
627,40496,-1,-1,-1,-1,-1,-1,-1,-1
628,40498,7.7,7.7,7.5,8.5,-1,7.6,5.8,7.6
629,40499,8.8,6.7,7.2,7.6,-1,7.6,-1,8
630,40502,7.5,8.9,9,8.7,-1,7.4,5.3,7.4
631,40504,8,-1,7.6,-1,-1,9.6,8.8,8.6
632,40505,8.7,8,7.6,9.2,-1,8.9,8.3,7.9
633,40506,7.6,8,8.2,8,-1,7.8,-1,8.3
634,40507,-1,-1,-1,-1,-1,-1,-1,8.3
635,40509,-1,-1,-1,-1,-1,-1,-1,8.3
636,40511,10,-1,10,10,-1,10,-1,-1
637,40512,6,7,7,6,-1,6,-1,9.2
638,40513,9.1,8.3,8.7,9,-1,8.9,-1,9.1
639,40514,8.3,-1,6.2,8.4,8.4,8.3,8,7.9
640,40515,-1,-1,-1,-1,-1,-1,-1,-1
641,40520,7.3,10,7.3,6.7,-1,6.7,-1,7.8
642,40522,9.5,-1,8,9.5,-1,8.5,-1,8.4
643,40527,-1,-1,-1,-1,-1,-1,-1,-1
644,40529,4.7,4,6,6,-1,6,-1,-1
645,40530,10,8,10,10,-1,10,-1,5.2
646,40531,8.6,7,8.1,8.5,9,8.9,8.9,8.7
647,40532,-1,-1,-1,-1,-1,-1,-1,-1
648,40533,8.7,8.3,8.8,8.4,-1,8.3,-1,8.6
649,40534,10,10,9.5,10,-1,10,-1,10
650,40535,8.7,-1,9,-1,-1,9,8.7,8.9
651,40536,8.7,7.7,8.8,8.6,-1,8.2,-1,7.8
652,40537,-1,-1,-1,-1,-1,-1,-1,10
653,40542,9.4,-1,8.6,9.7,9.7,9,8.3,9.2
654,40543,10,8,10,9.3,-1,9.3,-1,-1
655,40546,10,-1,9.5,-1,10,10,10,9.9
656,40552,8.8,9,8.4,9.4,9.3,8.9,8.9,8.8
657,40553,-1,-1,-1,-1,-1,-1,-1,-1
658,40558,8,-1,9,10,-1,9,-1,-1
659,40559,8.9,-1,8.8,9.8,9.8,9.1,8.9,9.1
660,40562,4.7,4,6,6,-1,6,-1,-1
661,40567,9.4,8.8,8.3,9.4,-1,9.1,-1,8.9
662,40568,8.7,-1,9,9.2,-1,9.1,-1,8.3
663,40569,9,8,7,8.5,-1,8,-1,-1
664,40570,-1,-1,-1,-1,-1,-1,-1,5.7
665,40572,7.7,-1,8.3,8,-1,8.7,8,8.3
666,40573,-1,-1,-1,-1,-1,-1,-1,-1
667,40576,-1,-1,-1,-1,-1,-1,-1,8.2
668,40584,10,8,8,10,-1,10,-1,-1
669,40586,8.8,-1,8.3,8.9,-1,8.7,-1,8.7
670,40590,7.9,8.4,6.9,8.8,-1,8.3,7.4,7.8
671,40591,-1,-1,-1,-1,-1,-1,-1,8.1
672,40592,9.1,8.2,8.6,9,-1,9.1,8.5,9
673,40593,9.6,8,9.8,9.4,-1,8.8,-1,9.7
674,40594,8,-1,2,-1,-1,8,8,6.4
675,40595,9.4,8.3,8,9.2,-1,8.9,-1,8.3
676,40596,8,-1,8.5,8.8,8.8,8.6,8.6,8.4
677,40600,8,-1,8.5,8.8,-1,8.6,-1,8.3
678,40601,10,-1,10,10,-1,10,-1,-1
679,40605,7.5,4,6.5,7.5,-1,6.5,-1,6.8
680,40607,-1,-1,-1,-1,-1,-1,-1,6.8
681,40608,-1,-1,-1,-1,-1,-1,-1,-1
682,40619,9.8,9,9,9.5,-1,8.8,-1,8.6
683,40620,9,9,9,8.7,-1,8.7,-1,8.2
684,40622,7.7,-1,8.3,8,-1,8.7,8,8.3
685,40624,10,-1,7.5,-1,10,7.5,10,8.8
686,40626,9,10,8.5,9,-1,9,-1,9.3
687,40629,10,10,10,10,-1,10,-1,-1
688,40634,7.6,7.6,8.2,8,-1,8,-1,8.1
689,40637,9.2,-1,9,9.3,-1,8.9,-1,9.3
690,40641,8,8,8,8,-1,8,-1,2
691,40642,-1,-1,-1,-1,-1,-1,-1,9
692,40644,-1,-1,-1,-1,-1,-1,-1,5.3
693,40645,-1,-1,-1,-1,-1,-1,-1,-1
694,40651,-1,-1,-1,-1,-1,-1,-1,-1
695,40653,-1,-1,-1,-1,-1,-1,-1,8
696,40660,-1,-1,-1,-1,-1,-1,-1,7.5
697,40663,-1,-1,-1,-1,-1,-1,-1,10
698,40664,-1,-1,-1,-1,-1,-1,-1,-1
699,40667,-1,-1,-1,-1,-1,-1,-1,-1
700,44205,8.2,8.2,7.9,8.7,-1,9.3,8.8,8.6
701,44207,8.3,-1,7,-1,-1,8.1,7.8,7.8
702,44210,9.5,-1,8.8,9,9,9.8,9.6,9.3
703,44211,-1,-1,-1,-1,-1,-1,-1,-1
704,44213,10,8,8.5,10,-1,9,-1,-1
705,44734,9.6,-1,9,-1,9.4,10,9,9.5
706,44735,8.8,7.7,8.9,8.7,-1,8.3,-1,8.7
707,44736,-1,-1,-1,-1,-1,-1,-1,10
708,44737,9.3,8.7,8.5,9.1,-1,9,-1,8.6
709,44739,-1,-1,-1,-1,-1,-1,-1,8
710,44740,-1,-1,-1,-1,-1,-1,-1,9
711,44746,7.7,8,7.7,7.7,-1,7.7,-1,8
712,45078,9.2,8,7.8,9.3,-1,8.8,7.9,8.3
713,45292,8.8,8.2,8.4,8.7,-1,8.7,-1,8.6
714,45445,-1,-1,-1,-1,-1,-1,-1,9.1
715,45527,8.6,-1,8.2,8.5,-1,8.3,7.6,7.9
716,45534,-1,-1,-1,-1,-1,-1,-1,6.6
717,45545,9.7,-1,8.7,9.6,9.6,9.6,9.4,9.3
718,45635,9.4,8.5,8.7,9.3,-1,9.1,-1,9
719,45652,9.4,8.5,8.7,9.3,-1,9.1,-1,9
720,45734,-1,-1,-1,-1,-1,-1,-1,-1
721,45815,9.2,8.9,8.7,8.8,-1,8.8,-1,8.7
722,45867,10,-1,9.5,10,10,10,10,9.9
723,45874,-1,-1,-1,-1,-1,-1,-1,-1
724,45996,-1,-1,-1,-1,-1,-1,-1,-1
725,46304,9.1,-1,7.4,-1,-1,9,8.9,7.7
726,46310,-1,-1,-1,-1,-1,-1,-1,-1
727,46331,-1,-1,-1,-1,-1,-1,-1,-1
728,46382,6,6,6,6,-1,6,-1,-1
729,46384,-1,-1,-1,-1,-1,-1,-1,10
730,46429,-1,-1,-1,-1,-1,-1,-1,-1
731,46503,9.4,-1,8.4,9.8,-1,9.6,8.4,9.2
732,46508,-1,-1,-1,-1,-1,-1,-1,2
733,46564,-1,-1,-1,-1,-1,-1,-1,8
734,46580,-1,-1,-1,-1,-1,-1,-1,-1
735,46593,-1,-1,-1,-1,-1,-1,-1,2
736,46599,-1,-1,-1,-1,-1,-1,-1,-1
737,46785,10,-1,10,9,-1,8,-1,8
738,46792,-1,-1,-1,-1,-1,-1,-1,-1
739,46795,8,-1,9,8,-1,8,-1,8.1
740,46875,7.8,-1,8.7,7.4,-1,7.2,-1,8
741,46934,8.4,-1,8.8,-1,-1,8.8,8.4,8.6
742,46937,8.3,8.8,7.1,8,-1,7.8,-1,7.3
743,47027,8.9,8,8.2,8.2,-1,8,-1,7.3
744,47067,-1,-1,-1,-1,-1,-1,-1,-1
745,47091,9.2,-1,7.5,8.8,-1,8.3,-1,8.5
746,47113,-1,-1,-1,-1,-1,-1,-1,-1
747,47163,7.3,-1,7,-1,-1,7.3,5.8,7
748,47217,-1,-1,-1,-1,-1,-1,-1,-1
749,47245,-1,-1,-1,-1,-1,-1,-1,-1
750,47303,-1,-1,-1,-1,-1,-1,-1,8
751,47364,-1,-1,-1,-1,-1,-1,-1,-1
752,47462,9.3,-1,8.6,9.7,-1,9.6,8.7,9.2
753,47468,7.3,-1,7,-1,-1,7.3,5.8,7
754,47474,-1,-1,-1,-1,-1,-1,-1,-1
755,47546,-1,-1,-1,-1,-1,-1,-1,7.5
756,47561,-1,-1,-1,-1,-1,-1,-1,10
757,47564,7.7,8,7.7,8,7.5,7.7,7.5,7.4
758,47586,-1,-1,-1,-1,-1,-1,-1,-1
759,47588,8.4,8,8.1,8,9.3,8.6,8.9,8.1
760,47617,9.3,-1,8.8,9.1,9.1,9.2,9,8.8
761,47651,8.3,-1,8,-1,8,8.9,7.6,8.1
762,56,6,-1,9.1,-1,6,5.4,5.2,6.3
763,116,6.3,-1,6.1,-1,5.2,5.7,6.4,5.9
764,170,7.4,-1,7.4,-1,7.6,7.5,6.7,7.2
765,367,-1,-1,-1,-1,-1,-1,-1,6.4
766,519,10,8,8,10,-1,10,-1,6
767,643,6.4,7.6,8,7.7,5.5,6.5,5.3,6
768,715,6.7,6.7,7.8,6.5,6.5,6.4,6,6.8
769,776,8,7.3,8,8.4,-1,8.2,-1,8.4
770,875,8.3,8,8.5,8.6,7.3,8.3,7.8,8
771,1118,8.6,8.3,8.4,8.2,-1,7.8,-1,7.9
772,1244,7.1,-1,8.4,-1,7.2,7.3,6.1,6.8
773,1249,8.3,8,8.4,7.6,-1,7.5,-1,7.8
774,1279,6.8,-1,7.2,-1,7.2,7.1,6.1,7
775,1352,8,8.4,7.7,8,8.2,7.9,7,7.8
776,1375,7.5,7.1,8.7,8.1,7.9,7.3,6.5,7.5
777,1387,6.9,-1,8,-1,6.5,7.1,6.6,7.2
778,1666,10,10,10,10,-1,10,-1,-1
779,1685,6.5,-1,7.7,-1,5.4,6.6,5.7,5.1
780,1788,7,5.3,7.9,6.4,7.2,7,6.1,7.1
781,2418,-1,-1,-1,-1,-1,-1,-1,-1
782,2656,7.9,8,8.5,8,7.5,8.3,7.3,7.4
783,2662,-1,-1,-1,-1,-1,-1,-1,2
784,2760,-1,-1,-1,-1,-1,-1,-1,10
785,2790,7.9,-1,9.1,7.9,7.9,8.2,7.7,8
786,2822,7.1,8,7.7,8,-1,8,-1,7.7
787,2871,8.1,-1,8.8,7.9,-1,7.8,-1,8
788,3227,-1,-1,-1,-1,-1,-1,-1,-1
789,3325,5.8,-1,7.5,5,-1,5.6,-1,5.3
790,3396,7.5,7.5,7.5,7.5,-1,7.5,-1,7.5
791,3451,7.3,-1,9.1,10,7.5,7.9,5.9,7.6
792,3532,-1,-1,-1,-1,-1,-1,-1,9
793,3605,5.8,-1,7,8,-1,6.1,4,6.4
794,3709,8,8.7,8.4,8,-1,7.6,-1,8.1
795,3715,5.7,6,7.1,5.5,5.4,5.9,5.8,6.1
796,3772,8,-1,5,-1,6,8,8,7.1
797,3853,8.1,-1,8.8,7.9,7.9,8.2,7.8,8
798,3881,8,7.3,8,8.4,-1,8.2,-1,8.2
799,3890,8.2,8.4,8,9,7.8,8,7,7.9
800,3964,6.4,-1,6.2,7.1,6.4,6.8,5.8,6.3
801,4007,5.1,8.2,3.7,7.8,6,6.6,-1,5.9
802,4008,5,-1,7.1,-1,4.7,4.9,4,5.2
803,4097,5.1,-1,4.7,-1,4,4.5,4.3,5.1
804,4108,7.1,8,7.7,8,-1,8,-1,7.7
805,4417,6.8,-1,7.9,5.7,5.8,6,5.8,6.5
806,4475,8.7,7.1,9.7,8.6,8.8,8.8,8.8,9
807,4552,9.5,-1,8.9,9.4,-1,9.2,-1,9.2
808,4712,6.5,8,5.9,7.8,6.1,6.6,6.4,6.6
809,4772,8.5,8,8.6,8.6,7.9,8.6,7.8,8
810,4839,7.1,6.8,8,7.1,-1,7.1,-1,5.8
811,4872,8.6,-1,8.7,8.5,9,8.6,7.8,8.3
812,5141,7.1,-1,4.7,-1,6,7.3,6.3,6.5
813,5155,6.6,7.1,5.5,6.7,6,6.2,5.2,6
814,6110,7.2,6.5,7.9,7,-1,7.7,6.9,7.6
815,6194,6.8,5.3,6.9,6.4,-1,6.5,-1,6.9
816,6327,4,-1,6,-1,-1,6,2,5.2
817,6370,-1,-1,-1,-1,-1,-1,-1,6.9
818,6390,4.6,-1,7.1,-1,5,5.7,6.7,5.3
819,6631,8,8.7,8.4,8,-1,7.6,-1,8.1
820,6656,7.1,8.2,6.3,7.8,7.2,7.5,6.6,6.9
821,6677,7,6,8,6.1,7.1,6.4,6.4,7
822,6680,7.3,8,8.4,7.3,7.2,7.4,6.1,7.5
823,6724,8,7.3,8,8.4,-1,8.2,-1,8.2
824,6774,-1,-1,-1,-1,-1,-1,-1,5.4
825,6814,-1,-1,-1,-1,-1,-1,-1,-1
826,7075,-1,-1,-1,-1,-1,-1,-1,8.6
827,7527,7.7,-1,8,8,-1,7.4,-1,7.8
828,8195,8.1,8,8.4,8.2,-1,8.1,7.3,7.8
829,8207,7.4,10,6.9,7.5,-1,7.4,6.3,7.3
830,8226,-1,-1,-1,-1,-1,-1,-1,-1
831,8227,8.5,8,8.5,9,-1,8.5,-1,7
832,8228,6.1,-1,7.1,-1,7.6,7.9,6.3,6.9
833,8232,7.3,-1,5.3,-1,-1,6.3,5.5,6.1
834,8234,8.1,7.1,8.5,8.1,-1,7.7,-1,8.2
835,8238,7.4,-1,9.3,-1,-1,7.9,7.4,8.1
836,8240,7.7,8,8.3,7.7,-1,7.7,-1,7.6
837,8247,8,7.3,8,8.4,-1,8.2,-1,8.1
838,8252,-1,-1,-1,-1,-1,-1,-1,-1
839,8942,-1,-1,-1,-1,-1,-1,-1,8.6
840,8945,-1,-1,-1,-1,-1,-1,-1,8.3
841,8946,-1,-1,-1,-1,-1,-1,-1,8.7
842,8949,9.3,9.3,8,9.3,-1,9.3,-1,-1
843,8952,-1,-1,-1,-1,-1,-1,-1,8.5
844,8953,-1,-1,-1,-1,-1,-1,-1,9
845,9756,8.1,-1,7.4,-1,8.3,8.2,7.8,7.8
846,9866,9.1,6.7,8.5,8.7,9.5,8.7,8.8,8.9
847,21669,-1,-1,-1,-1,-1,-1,-1,6.9
848,21884,6.8,5.3,6.9,6.4,-1,6.5,-1,6.8
849,21959,7.3,-1,7.9,7.1,7.1,7.2,6.9,7.3
850,22095,9.4,-1,9.3,9.6,-1,9.4,9,9.3
851,22397,8,-1,9.8,8.7,-1,8.5,-1,8.5
852,22407,7.7,-1,8,8,8.1,7.8,7.4,7.9
853,22772,10,-1,10,10,-1,10,-1,-1
854,22796,8.7,8,8.4,10,-1,8.8,10,7.4
855,22876,9,9.3,7.8,8.9,-1,9.1,9,8.9
856,22905,-1,-1,-1,-1,-1,-1,-1,8.3
857,23200,-1,-1,-1,-1,-1,-1,-1,-1
858,23229,-1,-1,-1,-1,-1,-1,-1,6.7
859,23286,-1,-1,-1,-1,-1,-1,-1,10
860,23323,8.2,7.1,9.5,8.6,6.4,8.4,7.3,8.4
861,23382,8.6,7.1,9.5,8.6,-1,8.4,-1,8.9
862,23409,7.7,8,8.3,7.7,-1,7.7,-1,8.1
863,23508,8,-1,5,-1,6,8,8,7.1
864,23522,8.7,-1,6.9,-1,8.4,8.7,7.3,8.2
865,23593,8.1,7.1,8.5,8.1,-1,7.7,-1,8.4
866,23611,8.3,8,8.6,8,-1,8,-1,8.5
867,23671,8.8,8,8.5,8.9,-1,8.8,-1,8.5
868,23734,7.7,-1,8,8,8.1,7.8,7.4,7.8
869,23735,-1,-1,-1,-1,-1,-1,-1,-1
870,23780,-1,-1,-1,-1,-1,-1,-1,-1
871,29659,9.3,8.8,8.4,9,-1,8.8,9,8.6
872,29660,-1,-1,-1,-1,-1,-1,-1,7.8
873,29726,7.5,7.1,8.7,8.1,7.9,7.3,6.5,7.5
874,41360,9.5,-1,8.6,9.3,9.3,9.2,8.8,9.1
875,41361,8,8,7.4,7.7,-1,7.7,7.3,7.5
876,41362,9,-1,8.9,-1,-1,9.1,8.4,8.5
877,41363,8.6,-1,8.3,6.9,6.9,7.5,7.1,7.8
878,41364,8.9,8.2,8.9,8.9,-1,8.8,8.1,8.7
879,41365,8,-1,8,-1,-1,6,6,7.2
880,41367,9.1,8,7.4,8.9,8.9,8.8,8.3,8.5
881,41369,9.2,10,8.8,9.5,-1,9.4,8.6,8.5
882,41370,6.7,-1,8.1,5.7,-1,6.8,5.8,6.8
